step,epoch_index,offset_in_epoch,samples_in_step,mean_margin,epoch_boundary_step,SemVariants_count,SemVariants_ratio,VisVariants_count,VisVariants_ratio,DermQA_count,DermQA_ratio,SI1_count,SI1_ratio,SI2_count,SI2_ratio,loss,grad_norm,learning_rate,log_epoch
881,2,346,256,0.1255281047488097,False,30,0.1171875,57,0.22265625,19,0.07421875,75,0.29296875,75,0.29296875,,,,
882,2,347,256,0.13862995189265348,False,32,0.125,48,0.1875,11,0.04296875,84,0.328125,81,0.31640625,,,,
883,2,348,256,0.1372385685390327,False,30,0.1171875,57,0.22265625,21,0.08203125,77,0.30078125,71,0.27734375,,,,
884,2,349,256,0.1292568215285428,False,28,0.109375,42,0.1640625,17,0.06640625,88,0.34375,81,0.31640625,,,,
885,2,350,256,0.12425038369838148,False,28,0.109375,50,0.1953125,19,0.07421875,76,0.296875,83,0.32421875,,,,
886,2,351,256,0.1213590688421391,False,27,0.10546875,55,0.21484375,21,0.08203125,71,0.27734375,82,0.3203125,,,,
887,2,352,256,0.10414205404231325,False,28,0.109375,70,0.2734375,21,0.08203125,65,0.25390625,72,0.28125,,,,
888,2,353,256,0.14542246345081367,False,38,0.1484375,38,0.1484375,19,0.07421875,86,0.3359375,75,0.29296875,,,,
889,2,354,256,0.1399420275411103,False,35,0.13671875,52,0.203125,10,0.0390625,80,0.3125,79,0.30859375,,,,
890,2,355,256,0.15316239022649825,False,29,0.11328125,52,0.203125,16,0.0625,78,0.3046875,81,0.31640625,,,,
891,2,356,256,0.12452984453557292,False,31,0.12109375,46,0.1796875,18,0.0703125,72,0.28125,89,0.34765625,,,,
892,2,357,256,0.13776850900103454,False,28,0.109375,55,0.21484375,22,0.0859375,78,0.3046875,73,0.28515625,,,,
893,2,358,256,0.14230900583788753,False,33,0.12890625,54,0.2109375,16,0.0625,80,0.3125,73,0.28515625,,,,
894,2,359,256,0.1429347720113583,False,37,0.14453125,45,0.17578125,23,0.08984375,69,0.26953125,82,0.3203125,,,,
895,2,360,256,0.13919404835178284,False,28,0.109375,51,0.19921875,17,0.06640625,87,0.33984375,73,0.28515625,,,,
896,2,361,256,0.13659147333237343,False,26,0.1015625,53,0.20703125,17,0.06640625,89,0.34765625,71,0.27734375,,,,
897,2,362,256,0.1344915685185697,False,30,0.1171875,53,0.20703125,17,0.06640625,78,0.3046875,78,0.3046875,,,,
898,2,363,256,0.13490021950565279,False,29,0.11328125,49,0.19140625,25,0.09765625,76,0.296875,77,0.30078125,,,,
899,2,364,256,0.1420003829698544,False,38,0.1484375,51,0.19921875,18,0.0703125,67,0.26171875,82,0.3203125,,,,
900,2,365,256,0.13746793009340763,False,26,0.1015625,44,0.171875,19,0.07421875,88,0.34375,79,0.30859375,,,,
901,2,366,256,0.14435543566651177,False,29,0.11328125,49,0.19140625,22,0.0859375,85,0.33203125,71,0.27734375,,,,
902,2,367,256,0.12873257858518627,False,25,0.09765625,58,0.2265625,17,0.06640625,85,0.33203125,71,0.27734375,,,,
903,2,368,256,0.1330138294470089,False,35,0.13671875,54,0.2109375,15,0.05859375,77,0.30078125,75,0.29296875,,,,
904,2,369,256,0.13576646789442748,False,31,0.12109375,51,0.19921875,10,0.0390625,91,0.35546875,73,0.28515625,,,,
905,2,370,256,0.1373186498240102,False,26,0.1015625,52,0.203125,20,0.078125,75,0.29296875,83,0.32421875,,,,
906,2,371,256,0.13712613220559433,False,22,0.0859375,52,0.203125,20,0.078125,80,0.3125,82,0.3203125,,,,
907,2,372,256,0.12414360712864436,False,39,0.15234375,44,0.171875,25,0.09765625,63,0.24609375,85,0.33203125,,,,
908,2,373,256,0.14573183748871088,False,29,0.11328125,43,0.16796875,16,0.0625,82,0.3203125,86,0.3359375,,,,
909,2,374,256,0.13838816026691347,False,24,0.09375,56,0.21875,16,0.0625,77,0.30078125,83,0.32421875,,,,
910,2,375,256,0.1355759716097964,False,30,0.1171875,47,0.18359375,21,0.08203125,81,0.31640625,77,0.30078125,,,,
911,2,376,256,0.13248924422077835,False,27,0.10546875,35,0.13671875,22,0.0859375,76,0.296875,96,0.375,,,,
912,2,377,256,0.1314511298260186,False,28,0.109375,57,0.22265625,22,0.0859375,72,0.28125,77,0.30078125,,,,
913,2,378,256,0.12924477090928121,False,29,0.11328125,53,0.20703125,18,0.0703125,70,0.2734375,86,0.3359375,,,,
914,2,379,256,0.11626485630404204,False,24,0.09375,60,0.234375,23,0.08984375,73,0.28515625,76,0.296875,,,,
915,2,380,256,0.12704893562477082,False,31,0.12109375,49,0.19140625,23,0.08984375,79,0.30859375,74,0.2890625,,,,
916,2,381,256,0.11709122118190862,False,28,0.109375,54,0.2109375,12,0.046875,83,0.32421875,79,0.30859375,,,,
917,2,382,256,0.13490718888351694,False,27,0.10546875,53,0.20703125,17,0.06640625,88,0.34375,71,0.27734375,,,,
918,2,383,256,0.1314581262995489,False,37,0.14453125,48,0.1875,23,0.08984375,68,0.265625,80,0.3125,,,,
919,2,384,256,0.11668927379650995,False,22,0.0859375,60,0.234375,20,0.078125,80,0.3125,74,0.2890625,,,,
920,2,385,256,0.11794094981451053,False,36,0.140625,47,0.18359375,19,0.07421875,82,0.3203125,72,0.28125,,,,
921,2,386,256,0.1267982156132348,False,37,0.14453125,31,0.12109375,24,0.09375,79,0.30859375,85,0.33203125,,,,
922,2,387,256,0.1360987702209968,False,30,0.1171875,53,0.20703125,23,0.08984375,75,0.29296875,75,0.29296875,,,,
923,2,388,256,0.14628585979517084,False,30,0.1171875,38,0.1484375,23,0.08984375,81,0.31640625,84,0.328125,,,,
924,2,389,256,0.1410161760286428,False,40,0.15625,53,0.20703125,16,0.0625,71,0.27734375,76,0.296875,,,,
925,2,390,256,0.12802215374540538,False,27,0.10546875,52,0.203125,34,0.1328125,75,0.29296875,68,0.265625,,,,
926,2,391,256,0.12428728288796265,False,27,0.10546875,59,0.23046875,13,0.05078125,77,0.30078125,80,0.3125,,,,
927,2,392,256,0.1213424994784873,False,36,0.140625,61,0.23828125,19,0.07421875,71,0.27734375,69,0.26953125,,,,
928,2,393,256,0.1440765527650001,False,28,0.109375,53,0.20703125,20,0.078125,80,0.3125,75,0.29296875,,,,
929,2,394,256,0.1376648720470257,False,31,0.12109375,49,0.19140625,13,0.05078125,75,0.29296875,88,0.34375,,,,
930,2,395,256,0.124037048779428,False,36,0.140625,48,0.1875,20,0.078125,75,0.29296875,77,0.30078125,,,,
931,2,396,256,0.12330636661499739,False,24,0.09375,43,0.16796875,27,0.10546875,85,0.33203125,77,0.30078125,,,,
932,2,397,256,0.14229900116333738,False,30,0.1171875,47,0.18359375,20,0.078125,67,0.26171875,92,0.359375,,,,
933,2,398,256,0.1418491780059412,False,39,0.15234375,50,0.1953125,16,0.0625,72,0.28125,79,0.30859375,,,,
934,2,399,256,0.1384812651667744,False,39,0.15234375,43,0.16796875,21,0.08203125,69,0.26953125,84,0.328125,,,,
935,2,400,256,0.15170207708433736,False,29,0.11328125,39,0.15234375,23,0.08984375,85,0.33203125,80,0.3125,,,,
936,2,401,256,0.13093165849568322,False,24,0.09375,60,0.234375,23,0.08984375,74,0.2890625,75,0.29296875,,,,
937,2,402,256,0.1347502408316359,False,29,0.11328125,56,0.21875,21,0.08203125,65,0.25390625,85,0.33203125,,,,
938,2,403,256,0.13881254714215174,False,34,0.1328125,49,0.19140625,18,0.0703125,83,0.32421875,72,0.28125,,,,
939,2,404,256,0.14140609455444064,False,26,0.1015625,52,0.203125,16,0.0625,82,0.3203125,80,0.3125,,,,
940,2,405,256,0.12723823873966467,False,32,0.125,50,0.1953125,19,0.07421875,65,0.25390625,90,0.3515625,,,,
941,2,406,256,0.14041722237016074,False,25,0.09765625,43,0.16796875,11,0.04296875,90,0.3515625,87,0.33984375,,,,
942,2,407,256,0.13333456669352017,False,28,0.109375,46,0.1796875,20,0.078125,89,0.34765625,73,0.28515625,,,,
943,2,408,256,0.13507323391968384,False,28,0.109375,61,0.23828125,21,0.08203125,78,0.3046875,68,0.265625,,,,
944,2,409,256,0.134610495850211,False,21,0.08203125,57,0.22265625,18,0.0703125,75,0.29296875,85,0.33203125,,,,
945,2,410,256,0.12289381379378028,False,32,0.125,50,0.1953125,19,0.07421875,64,0.25,91,0.35546875,,,,
946,2,411,256,0.13980783318402246,False,24,0.09375,50,0.1953125,12,0.046875,83,0.32421875,87,0.33984375,,,,
947,2,412,256,0.12048900540685281,False,21,0.08203125,49,0.19140625,20,0.078125,75,0.29296875,91,0.35546875,,,,
948,2,413,256,0.14402646987582557,False,18,0.0703125,43,0.16796875,17,0.06640625,91,0.35546875,87,0.33984375,,,,
949,2,414,256,0.14091403360362165,False,34,0.1328125,52,0.203125,15,0.05859375,83,0.32421875,72,0.28125,,,,
950,2,415,256,0.13209302291215863,False,27,0.10546875,48,0.1875,21,0.08203125,82,0.3203125,78,0.3046875,,,,
951,2,416,256,0.15034870413364843,False,35,0.13671875,45,0.17578125,21,0.08203125,79,0.30859375,76,0.296875,,,,
952,2,417,256,0.13439282891340554,False,35,0.13671875,45,0.17578125,15,0.05859375,72,0.28125,89,0.34765625,,,,
953,2,418,256,0.13757209124742076,False,19,0.07421875,52,0.203125,17,0.06640625,86,0.3359375,82,0.3203125,,,,
954,2,419,256,0.13364463479956612,False,31,0.12109375,51,0.19921875,18,0.0703125,76,0.296875,80,0.3125,,,,
955,2,420,256,0.1256738045194652,False,26,0.1015625,66,0.2578125,22,0.0859375,65,0.25390625,77,0.30078125,,,,
956,2,421,256,0.12836440754472278,False,30,0.1171875,51,0.19921875,21,0.08203125,79,0.30859375,75,0.29296875,,,,
957,2,422,256,0.1447869362164056,False,35,0.13671875,46,0.1796875,15,0.05859375,74,0.2890625,86,0.3359375,,,,
958,2,423,256,0.12412065379612613,False,29,0.11328125,57,0.22265625,15,0.05859375,82,0.3203125,73,0.28515625,,,,
959,2,424,256,0.13289503138366854,False,28,0.109375,45,0.17578125,18,0.0703125,86,0.3359375,79,0.30859375,,,,
960,2,425,256,0.13753605177043937,False,26,0.1015625,45,0.17578125,18,0.0703125,80,0.3125,87,0.33984375,,,,
961,2,426,256,0.12493737222393975,False,30,0.1171875,59,0.23046875,17,0.06640625,67,0.26171875,83,0.32421875,,,,
962,2,427,256,0.11573618426336907,False,34,0.1328125,58,0.2265625,15,0.05859375,65,0.25390625,84,0.328125,,,,
963,2,428,256,0.14202512671181466,False,31,0.12109375,48,0.1875,16,0.0625,81,0.31640625,80,0.3125,,,,
964,2,429,256,0.13562862886465155,False,20,0.078125,47,0.18359375,14,0.0546875,87,0.33984375,88,0.34375,,,,
965,2,430,256,0.12598457181593403,False,25,0.09765625,50,0.1953125,27,0.10546875,77,0.30078125,77,0.30078125,,,,
966,2,431,256,0.14237000950379297,False,29,0.11328125,42,0.1640625,18,0.0703125,71,0.27734375,96,0.375,,,,
967,2,432,256,0.13155680429190397,False,30,0.1171875,49,0.19140625,24,0.09375,80,0.3125,73,0.28515625,,,,
968,2,433,256,0.1369680375792086,False,30,0.1171875,44,0.171875,26,0.1015625,74,0.2890625,82,0.3203125,,,,
969,2,434,256,0.1377064696935122,False,35,0.13671875,57,0.22265625,15,0.05859375,68,0.265625,81,0.31640625,,,,
970,2,435,256,0.12677128668292426,False,33,0.12890625,42,0.1640625,21,0.08203125,70,0.2734375,90,0.3515625,,,,
971,2,436,256,0.14097790323285153,False,25,0.09765625,41,0.16015625,20,0.078125,79,0.30859375,91,0.35546875,,,,
972,2,437,256,0.14842474782199133,False,45,0.17578125,50,0.1953125,15,0.05859375,74,0.2890625,72,0.28125,,,,
973,2,438,256,0.12476203849655576,False,36,0.140625,44,0.171875,18,0.0703125,76,0.296875,82,0.3203125,,,,
974,2,439,256,0.12563320819754153,False,28,0.109375,50,0.1953125,23,0.08984375,76,0.296875,79,0.30859375,,,,
975,2,440,256,0.1184063202526886,False,29,0.11328125,59,0.23046875,12,0.046875,77,0.30078125,79,0.30859375,,,,
976,2,441,256,0.14109243525308557,False,35,0.13671875,44,0.171875,19,0.07421875,79,0.30859375,79,0.30859375,,,,
977,2,442,256,0.13921140308957547,False,38,0.1484375,51,0.19921875,17,0.06640625,74,0.2890625,76,0.296875,,,,
978,2,443,256,0.13088833363144659,False,28,0.109375,58,0.2265625,13,0.05078125,81,0.31640625,76,0.296875,,,,
979,2,444,256,0.12447073019575328,False,36,0.140625,44,0.171875,17,0.06640625,60,0.234375,99,0.38671875,,,,
980,2,445,256,0.12504222700954415,False,34,0.1328125,58,0.2265625,22,0.0859375,72,0.28125,70,0.2734375,,,,
981,2,446,256,0.1382124447118258,False,31,0.12109375,53,0.20703125,18,0.0703125,76,0.296875,78,0.3046875,,,,
982,2,447,256,0.14394906838424504,False,28,0.109375,43,0.16796875,22,0.0859375,84,0.328125,79,0.30859375,,,,
983,2,448,256,0.1414071623585187,False,35,0.13671875,43,0.16796875,22,0.0859375,80,0.3125,76,0.296875,,,,
984,2,449,256,0.12634451189660467,False,35,0.13671875,48,0.1875,16,0.0625,71,0.27734375,86,0.3359375,,,,
985,2,450,256,0.13153207453433424,False,34,0.1328125,57,0.22265625,10,0.0390625,72,0.28125,83,0.32421875,,,,
986,2,451,256,0.12657359152217396,False,24,0.09375,50,0.1953125,21,0.08203125,84,0.328125,77,0.30078125,,,,
987,2,452,256,0.128901408665115,False,29,0.11328125,54,0.2109375,27,0.10546875,71,0.27734375,75,0.29296875,,,,
988,2,453,256,0.14354539832856972,False,33,0.12890625,54,0.2109375,18,0.0703125,71,0.27734375,80,0.3125,,,,
989,2,454,256,0.12318475102074444,False,34,0.1328125,56,0.21875,16,0.0625,70,0.2734375,80,0.3125,,,,
990,2,455,256,0.12186792737338692,False,29,0.11328125,52,0.203125,27,0.10546875,63,0.24609375,85,0.33203125,,,,
991,2,456,256,0.13773316142032854,False,29,0.11328125,47,0.18359375,17,0.06640625,88,0.34375,75,0.29296875,,,,
992,2,457,256,0.1221054483030457,False,28,0.109375,49,0.19140625,25,0.09765625,79,0.30859375,75,0.29296875,,,,
993,2,458,256,0.13275748136948096,False,30,0.1171875,51,0.19921875,20,0.078125,74,0.2890625,81,0.31640625,,,,
994,2,459,256,0.13724613914382644,False,38,0.1484375,41,0.16015625,26,0.1015625,78,0.3046875,73,0.28515625,,,,
995,2,460,256,0.14110050062299706,False,29,0.11328125,48,0.1875,18,0.0703125,71,0.27734375,90,0.3515625,,,,
996,2,461,256,0.1343830307450844,False,27,0.10546875,51,0.19921875,21,0.08203125,73,0.28515625,84,0.328125,,,,
997,2,462,256,0.12339790016994812,False,25,0.09765625,49,0.19140625,26,0.1015625,71,0.27734375,85,0.33203125,,,,
998,2,463,256,0.13580203044693917,False,26,0.1015625,50,0.1953125,19,0.07421875,80,0.3125,81,0.31640625,,,,
999,2,464,256,0.12729103132733144,False,29,0.11328125,53,0.20703125,20,0.078125,75,0.29296875,79,0.30859375,,,,
1000,2,465,256,0.13021915763965808,False,24,0.09375,58,0.2265625,19,0.07421875,76,0.296875,79,0.30859375,,,,
1001,2,466,256,0.13191650787484832,False,21,0.08203125,54,0.2109375,16,0.0625,86,0.3359375,79,0.30859375,,,,
1002,2,467,256,0.13198707008268684,False,32,0.125,52,0.203125,20,0.078125,69,0.26953125,83,0.32421875,,,,
1003,2,468,256,0.13522881078824867,False,29,0.11328125,49,0.19140625,28,0.109375,80,0.3125,70,0.2734375,,,,
1004,2,469,256,0.13469213602365926,False,23,0.08984375,57,0.22265625,23,0.08984375,82,0.3203125,71,0.27734375,,,,
1005,2,470,256,0.13110453524859622,False,33,0.12890625,58,0.2265625,16,0.0625,76,0.296875,73,0.28515625,,,,
1006,2,471,256,0.14613099757116288,False,38,0.1484375,43,0.16796875,15,0.05859375,81,0.31640625,79,0.30859375,,,,
1007,2,472,256,0.1359871927415952,False,28,0.109375,54,0.2109375,23,0.08984375,70,0.2734375,81,0.31640625,,,,
1008,2,473,256,0.1436742120422423,False,41,0.16015625,50,0.1953125,13,0.05078125,68,0.265625,84,0.328125,,,,
1009,2,474,256,0.1274374224303756,False,30,0.1171875,44,0.171875,27,0.10546875,81,0.31640625,74,0.2890625,,,,
1010,2,475,256,0.13816289242822677,False,23,0.08984375,49,0.19140625,10,0.0390625,83,0.32421875,91,0.35546875,,,,
1011,2,476,256,0.1220557191700209,False,22,0.0859375,56,0.21875,17,0.06640625,76,0.296875,85,0.33203125,,,,
1012,2,477,256,0.1379962432783941,False,38,0.1484375,46,0.1796875,15,0.05859375,70,0.2734375,87,0.33984375,,,,
1013,2,478,256,0.12177874450571835,False,41,0.16015625,55,0.21484375,18,0.0703125,70,0.2734375,72,0.28125,,,,
1014,2,479,256,0.1501158927094366,False,36,0.140625,51,0.19921875,23,0.08984375,68,0.265625,78,0.3046875,,,,
1015,2,480,256,0.12772486402536742,False,39,0.15234375,56,0.21875,17,0.06640625,68,0.265625,76,0.296875,,,,
1016,2,481,256,0.13321977751911618,False,32,0.125,41,0.16015625,19,0.07421875,82,0.3203125,82,0.3203125,,,,
1017,2,482,256,0.14938042261928786,False,29,0.11328125,37,0.14453125,22,0.0859375,82,0.3203125,86,0.3359375,,,,
1018,2,483,256,0.11812448306955048,False,34,0.1328125,58,0.2265625,23,0.08984375,64,0.25,77,0.30078125,,,,
1019,2,484,256,0.13860773613851052,False,28,0.109375,51,0.19921875,18,0.0703125,75,0.29296875,84,0.328125,,,,
1020,2,485,256,0.13866656061145477,False,22,0.0859375,53,0.20703125,21,0.08203125,88,0.34375,72,0.28125,,,,
1021,2,486,256,0.13333999042515643,False,31,0.12109375,46,0.1796875,21,0.08203125,78,0.3046875,80,0.3125,,,,
1022,2,487,256,0.1327314840455074,False,37,0.14453125,37,0.14453125,19,0.07421875,91,0.35546875,72,0.28125,,,,
1023,2,488,256,0.1398341991880443,False,33,0.12890625,52,0.203125,11,0.04296875,73,0.28515625,87,0.33984375,,,,
1024,2,489,256,0.11831319442717358,False,38,0.1484375,57,0.22265625,18,0.0703125,64,0.25,79,0.30859375,,,,
1025,2,490,256,0.12668890447821468,False,28,0.109375,68,0.265625,22,0.0859375,75,0.29296875,63,0.24609375,,,,
1026,2,491,256,0.12358000621316023,False,33,0.12890625,49,0.19140625,19,0.07421875,69,0.26953125,86,0.3359375,,,,
1027,2,492,256,0.12964953979826532,False,30,0.1171875,58,0.2265625,17,0.06640625,77,0.30078125,74,0.2890625,,,,
1028,2,493,256,0.13939179829321802,False,31,0.12109375,50,0.1953125,16,0.0625,83,0.32421875,76,0.296875,,,,
1029,2,494,256,0.14174203199218027,False,22,0.0859375,48,0.1875,13,0.05078125,92,0.359375,81,0.31640625,,,,
1030,2,495,256,0.1398773109249305,False,24,0.09375,54,0.2109375,15,0.05859375,78,0.3046875,85,0.33203125,,,,
1031,2,496,256,0.13400653301505372,False,30,0.1171875,47,0.18359375,26,0.1015625,89,0.34765625,64,0.25,,,,
1032,2,497,256,0.12763073705718853,False,28,0.109375,44,0.171875,18,0.0703125,90,0.3515625,76,0.296875,,,,
1033,2,498,256,0.1253853679227177,False,32,0.125,53,0.20703125,18,0.0703125,66,0.2578125,87,0.33984375,,,,
1034,2,499,256,0.14041497466678265,False,32,0.125,49,0.19140625,18,0.0703125,74,0.2890625,83,0.32421875,,,,
1035,2,500,256,0.14175110415089875,False,25,0.09765625,39,0.15234375,16,0.0625,81,0.31640625,95,0.37109375,,,,
1036,2,501,256,0.12294295125320787,False,34,0.1328125,50,0.1953125,15,0.05859375,71,0.27734375,86,0.3359375,,,,
1037,2,502,256,0.1319249430380296,False,26,0.1015625,56,0.21875,13,0.05078125,85,0.33203125,76,0.296875,,,,
1038,2,503,256,0.13840667242766358,False,21,0.08203125,61,0.23828125,22,0.0859375,77,0.30078125,75,0.29296875,,,,
1039,2,504,256,0.14394786466436926,False,23,0.08984375,54,0.2109375,26,0.1015625,77,0.30078125,76,0.296875,,,,
1040,2,505,256,0.12769438327813987,False,28,0.109375,53,0.20703125,20,0.078125,74,0.2890625,81,0.31640625,,,,
1041,2,506,256,0.14031519248965196,False,29,0.11328125,60,0.234375,21,0.08203125,66,0.2578125,80,0.3125,,,,
1042,2,507,256,0.14327694723033346,False,28,0.109375,47,0.18359375,19,0.07421875,74,0.2890625,88,0.34375,,,,
1043,2,508,256,0.13113957134191878,False,19,0.07421875,51,0.19921875,19,0.07421875,82,0.3203125,85,0.33203125,,,,
1044,2,509,256,0.14284595786011778,False,37,0.14453125,46,0.1796875,11,0.04296875,82,0.3203125,80,0.3125,,,,
1045,2,510,256,0.13449173115077429,False,28,0.109375,59,0.23046875,19,0.07421875,70,0.2734375,80,0.3125,,,,
1046,2,511,256,0.14517785601492506,False,33,0.12890625,45,0.17578125,19,0.07421875,65,0.25390625,94,0.3671875,,,,
1047,2,512,256,0.12317865707154851,False,17,0.06640625,71,0.27734375,21,0.08203125,76,0.296875,71,0.27734375,,,,
1048,2,513,256,0.1277255666500423,False,27,0.10546875,49,0.19140625,29,0.11328125,71,0.27734375,80,0.3125,,,,
1049,2,514,256,0.13540846673276974,False,26,0.1015625,51,0.19921875,19,0.07421875,73,0.28515625,87,0.33984375,,,,
1050,2,515,256,0.1402659951345413,False,35,0.13671875,44,0.171875,12,0.046875,82,0.3203125,83,0.32421875,,,,
1051,2,516,256,0.1454982043505879,False,26,0.1015625,39,0.15234375,14,0.0546875,89,0.34765625,88,0.34375,,,,
1052,2,517,256,0.15974880038993433,False,28,0.109375,40,0.15625,21,0.08203125,88,0.34375,79,0.30859375,,,,
1053,2,518,256,0.11908064223825932,False,27,0.10546875,45,0.17578125,23,0.08984375,64,0.25,97,0.37890625,,,,
1054,2,519,256,0.13413022161694244,False,21,0.08203125,47,0.18359375,20,0.078125,79,0.30859375,89,0.34765625,,,,
1055,2,520,256,0.14245541943819262,False,24,0.09375,59,0.23046875,17,0.06640625,80,0.3125,76,0.296875,,,,
1056,2,521,256,0.1242716694396222,False,38,0.1484375,51,0.19921875,13,0.05078125,62,0.2421875,92,0.359375,,,,
1057,2,522,256,0.13780181121546775,False,34,0.1328125,49,0.19140625,18,0.0703125,82,0.3203125,73,0.28515625,,,,
1058,2,523,256,0.14622131460055243,False,41,0.16015625,47,0.18359375,18,0.0703125,72,0.28125,78,0.3046875,,,,
1059,2,524,256,0.11814673987100832,False,26,0.1015625,54,0.2109375,27,0.10546875,78,0.3046875,71,0.27734375,,,,
1060,2,525,256,0.13456183091329876,False,33,0.12890625,48,0.1875,13,0.05078125,83,0.32421875,79,0.30859375,,,,
1061,2,526,256,0.12855255382601172,False,25,0.09765625,56,0.21875,25,0.09765625,69,0.26953125,81,0.31640625,,,,
1062,2,527,256,0.136480578687042,False,33,0.12890625,53,0.20703125,20,0.078125,68,0.265625,82,0.3203125,,,,
1063,2,528,256,0.12560385116375983,False,34,0.1328125,50,0.1953125,18,0.0703125,64,0.25,90,0.3515625,,,,
1064,2,529,256,0.1348879158613272,False,44,0.171875,44,0.171875,14,0.0546875,72,0.28125,82,0.3203125,,,,
1065,2,530,256,0.12125311465933919,False,30,0.1171875,47,0.18359375,19,0.07421875,75,0.29296875,85,0.33203125,,,,
1066,2,531,256,0.13397085315955337,False,30,0.1171875,50,0.1953125,14,0.0546875,82,0.3203125,80,0.3125,,,,
1067,2,532,256,0.13668657978996634,False,34,0.1328125,42,0.1640625,15,0.05859375,77,0.30078125,88,0.34375,,,,
1068,2,533,256,0.1346020864075399,False,28,0.109375,52,0.203125,16,0.0625,81,0.31640625,79,0.30859375,,,,
1069,2,534,256,0.12546445307452814,False,30,0.1171875,48,0.1875,22,0.0859375,68,0.265625,88,0.34375,,,,
1070,2,535,256,0.1466311105323257,False,31,0.12109375,48,0.1875,26,0.1015625,77,0.30078125,74,0.2890625,,,,
1071,3,1,256,0.1449138802890957,True,31,0.12109375,57,0.22265625,15,0.05859375,79,0.30859375,74,0.2890625,,,,
1072,3,2,256,0.13522057054797187,False,29,0.11328125,59,0.23046875,10,0.0390625,76,0.296875,82,0.3203125,,,,
1073,3,3,256,0.13553306230460294,False,28,0.109375,54,0.2109375,18,0.0703125,87,0.33984375,69,0.26953125,,,,
1074,3,4,256,0.13668494622106664,False,21,0.08203125,43,0.16796875,19,0.07421875,85,0.33203125,88,0.34375,,,,
1075,3,5,256,0.136661887387163,False,28,0.109375,62,0.2421875,24,0.09375,61,0.23828125,81,0.31640625,,,,
1076,3,6,256,0.12446411978453398,False,25,0.09765625,59,0.23046875,19,0.07421875,58,0.2265625,95,0.37109375,,,,
1077,3,7,256,0.1297614668146707,False,35,0.13671875,45,0.17578125,20,0.078125,77,0.30078125,79,0.30859375,,,,
1078,3,8,256,0.13189597367454553,False,39,0.15234375,44,0.171875,23,0.08984375,75,0.29296875,75,0.29296875,,,,
1079,3,9,256,0.1336022441391833,False,36,0.140625,48,0.1875,18,0.0703125,68,0.265625,86,0.3359375,,,,
1080,3,10,256,0.12434917877544649,False,32,0.125,49,0.19140625,22,0.0859375,63,0.24609375,90,0.3515625,,,,
1081,3,11,256,0.13448724657064304,False,28,0.109375,56,0.21875,20,0.078125,68,0.265625,84,0.328125,,,,
1082,3,12,256,0.12962490844074637,False,39,0.15234375,39,0.15234375,18,0.0703125,76,0.296875,84,0.328125,,,,
1083,3,13,256,0.13793057958537247,False,31,0.12109375,50,0.1953125,18,0.0703125,75,0.29296875,82,0.3203125,,,,
1084,3,14,256,0.14186594283819431,False,27,0.10546875,44,0.171875,27,0.10546875,67,0.26171875,91,0.35546875,,,,
1085,3,15,256,0.13755016250070184,False,31,0.12109375,52,0.203125,20,0.078125,71,0.27734375,82,0.3203125,,,,
1086,3,16,256,0.12338452902622521,False,31,0.12109375,46,0.1796875,30,0.1171875,61,0.23828125,88,0.34375,,,,
1087,3,17,256,0.1302807415049756,False,29,0.11328125,52,0.203125,18,0.0703125,85,0.33203125,72,0.28125,,,,
1088,3,18,256,0.15042914266814478,False,28,0.109375,42,0.1640625,20,0.078125,85,0.33203125,81,0.31640625,,,,
1089,3,19,256,0.14627723390003666,False,28,0.109375,52,0.203125,14,0.0546875,82,0.3203125,80,0.3125,,,,
1090,3,20,256,0.12979750739759766,False,29,0.11328125,50,0.1953125,19,0.07421875,83,0.32421875,75,0.29296875,,,,
1091,3,21,256,0.13708523323293775,False,23,0.08984375,56,0.21875,14,0.0546875,86,0.3359375,77,0.30078125,,,,
1092,3,22,256,0.128916006993677,False,30,0.1171875,53,0.20703125,20,0.078125,69,0.26953125,84,0.328125,,,,
1093,3,23,256,0.15397943757670873,False,29,0.11328125,63,0.24609375,22,0.0859375,79,0.30859375,63,0.24609375,,,,
1094,3,24,256,0.1407820183012518,False,32,0.125,53,0.20703125,18,0.0703125,76,0.296875,77,0.30078125,,,,
1095,3,25,256,0.13203162376885302,False,34,0.1328125,56,0.21875,22,0.0859375,73,0.28515625,71,0.27734375,,,,
1096,3,26,256,0.1366207797836978,False,25,0.09765625,47,0.18359375,19,0.07421875,87,0.33984375,78,0.3046875,,,,
1097,3,27,256,0.13094731242745183,False,32,0.125,41,0.16015625,29,0.11328125,79,0.30859375,75,0.29296875,,,,
1098,3,28,256,0.13202225870918483,False,19,0.07421875,49,0.19140625,23,0.08984375,81,0.31640625,84,0.328125,,,,
1099,3,29,256,0.1374810931738466,False,20,0.078125,49,0.19140625,17,0.06640625,85,0.33203125,85,0.33203125,,,,
1100,3,30,256,0.11326930992072448,False,39,0.15234375,46,0.1796875,21,0.08203125,63,0.24609375,87,0.33984375,,,,
1101,3,31,256,0.1289387872966472,False,23,0.08984375,48,0.1875,25,0.09765625,73,0.28515625,87,0.33984375,,,,
1102,3,32,256,0.1355372456891928,False,35,0.13671875,63,0.24609375,21,0.08203125,73,0.28515625,64,0.25,,,,
1103,3,33,256,0.13808922009775415,False,30,0.1171875,55,0.21484375,31,0.12109375,72,0.28125,68,0.265625,,,,
